Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Population,AQI value country,AQI category (country)
Dominican Republic,Quisqueya,100,Unhealthy for Sensitive Groups,1,Good,18,Good,4,Good,100,Unhealthy for Sensitive Groups,11000000,108.5365854,Unhealthy for Sensitive Groups
Democratic Republic of the Congo,Goma,129,Unhealthy for Sensitive Groups,2,Good,24,Good,1,Good,129,Unhealthy for Sensitive Groups,102262000,114.8142857,Unhealthy for Sensitive Groups
France,Gonesse,71,Moderate,2,Good,28,Good,5,Good,71,Moderate,67842000,53.23133415,Moderate
Indonesia,Gorontalo,25,Good,0,Good,15,Good,0,Good,25,Good,276361783,91.54822335,Moderate
Brazil,Gramado,28,Good,1,Good,16,Good,2,Good,28,Good,214326223,44.64993726,Good
Spain,Granadilla De Abona,21,Good,0,Good,21,Good,1,Good,10,Good,47300000,38.67356322,Good
Switzerland,Grenchen,59,Moderate,1,Good,31,Good,1,Good,59,Moderate,8799000,55.21551724,Moderate
Germany,Grunberg,75,Moderate,2,Good,33,Good,7,Good,75,Moderate,83237000,48.24684015,Good
Spain,Guadalajara,59,Moderate,1,Good,27,Good,2,Good,59,Moderate,47300000,38.67356322,Good
Mexico,Guaymas,48,Good,1,Good,22,Good,1,Good,48,Good,126190788,89.11260504,Moderate
Russian Federation,Gubkinskiy,32,Good,1,Good,32,Good,0,Good,28,Good,145805947,42.49115756,Good
Uganda,Gulu,74,Moderate,1,Good,19,Good,0,Good,74,Moderate,46000000,85.31746032,Moderate
India,Gumla,156,Unhealthy,2,Good,73,Moderate,0,Good,156,Unhealthy,1417173173,152.5597283,Unhealthy
India,Hajipur,148,Unhealthy for Sensitive Groups,3,Good,87,Moderate,2,Good,148,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Finland,Hamina,35,Good,1,Good,35,Good,0,Good,18,Good,5548000,38.08235294,Good
United States of America,Hamptons At Boca Raton,99,Moderate,2,Good,15,Good,13,Good,99,Moderate,332915073,59.61860625,Moderate
United States of America,Harper Woods,84,Moderate,2,Good,19,Good,18,Good,84,Moderate,332915073,59.61860625,Moderate
China,Heishan,73,Moderate,2,Good,73,Moderate,1,Good,47,Good,1412600000,127.1339174,Unhealthy for Sensitive Groups
Germany,Heppenheim,68,Moderate,1,Good,38,Good,3,Good,68,Moderate,83237000,48.24684015,Good
Japan,Ina,50,Good,1,Good,39,Good,0,Good,50,Good,123294513,51.57201646,Moderate
Mozambique,Inhambane,38,Good,1,Good,24,Good,0,Good,38,Good,30000000,36.875,Good
United States of America,Inver Grove Heights,53,Moderate,1,Good,32,Good,4,Good,53,Moderate,332915073,59.61860625,Moderate
United Kingdom of Great Britain and Northern Ireland,Inverness,23,Good,1,Good,23,Good,1,Good,18,Good,67532000,39.5971897,Good
Tajikistan,Isfara,138,Unhealthy for Sensitive Groups,1,Good,63,Moderate,0,Good,138,Unhealthy for Sensitive Groups,9000000,115.2068966,Unhealthy for Sensitive Groups
Brazil,Itapetinga,35,Good,1,Good,6,Good,2,Good,35,Good,214326223,44.64993726,Good
United States of America,Jamestown,77,Moderate,2,Good,8,Good,9,Good,77,Moderate,332915073,59.61860625,Moderate
Colombia,Jamundi,69,Moderate,2,Good,3,Good,6,Good,69,Moderate,52015000,65.90079365,Moderate
India,Jangipur,84,Moderate,2,Good,43,Good,3,Good,84,Moderate,1417173173,152.5597283,Unhealthy
India,Jasidih,95,Moderate,2,Good,62,Moderate,1,Good,95,Moderate,1417173173,152.5597283,Unhealthy
United States of America,Jersey City,70,Moderate,2,Good,20,Good,18,Good,70,Moderate,332915073,59.61860625,Moderate
Uganda,Jinja,78,Moderate,2,Good,30,Good,0,Good,78,Moderate,46000000,85.31746032,Moderate
China,Jinji,51,Moderate,2,Good,29,Good,3,Good,51,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
China,Jinzhou,74,Moderate,2,Good,74,Moderate,1,Good,68,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
Brazil,Joao Monlevade,89,Moderate,3,Good,0,Good,6,Good,89,Moderate,214326223,44.64993726,Good
Lithuania,Joniskis,39,Good,1,Good,39,Good,0,Good,29,Good,2700000,38.13157895,Good
El Salvador,Jucuapa,104,Unhealthy for Sensitive Groups,3,Good,5,Good,17,Good,104,Unhealthy for Sensitive Groups,6518000,97.36363636,Moderate
Brazil,Jundiai,70,Moderate,2,Good,4,Good,6,Good,70,Moderate,214326223,44.64993726,Good
India,Kabrai,164,Unhealthy,3,Good,164,Unhealthy,0,Good,164,Unhealthy,1417173173,152.5597283,Unhealthy
Portugal,Povoa De Varzim,28,Good,1,Good,28,Good,3,Good,18,Good,10196000,34.56707317,Good
United States of America,Poway,61,Moderate,2,Good,12,Good,17,Good,61,Moderate,332915073,59.61860625,Moderate
Brazil,Prado,19,Good,0,Good,19,Good,0,Good,17,Good,214326223,44.64993726,Good
United States of America,Prescott,50,Good,1,Good,13,Good,5,Good,50,Good,332915073,59.61860625,Moderate
Poland,Prudnik,78,Moderate,1,Good,37,Good,3,Good,78,Moderate,38268000,52.46015424,Moderate
Dominican Republic,Puerto Plata,131,Unhealthy for Sensitive Groups,1,Good,18,Good,2,Good,131,Unhealthy for Sensitive Groups,11000000,108.5365854,Unhealthy for Sensitive Groups
Indonesia,Purbalingga,66,Moderate,1,Good,44,Good,1,Good,66,Moderate,276361783,91.54822335,Moderate
Tunisia,Qibili,103,Unhealthy for Sensitive Groups,1,Good,44,Good,0,Good,103,Unhealthy for Sensitive Groups,12356000,70.90909091,Moderate
Israel,Qiryat Atta,98,Moderate,3,Good,40,Good,11,Good,98,Moderate,9000000,87.82608696,Moderate
Guatemala,Quetzaltenango,76,Moderate,2,Good,7,Good,8,Good,76,Moderate,20318000,80.95041322,Moderate
Brazil,Quirinopolis,25,Good,1,Good,4,Good,0,Good,25,Good,214326223,44.64993726,Good
India,Rahatgarh,174,Unhealthy,1,Good,48,Good,0,Good,174,Unhealthy,1417173173,152.5597283,Unhealthy
Italy,Rosarno,55,Moderate,1,Good,42,Good,1,Good,55,Moderate,60367477,61.69844358,Moderate
Spain,Rota,26,Good,0,Good,26,Good,2,Good,14,Good,47300000,38.67356322,Good
Italy,Rovigo,73,Moderate,1,Good,42,Good,2,Good,73,Moderate,60367477,61.69844358,Moderate
United States of America,Royal Palm Beach,114,Unhealthy for Sensitive Groups,3,Good,14,Good,13,Good,114,Unhealthy for Sensitive Groups,332915073,59.61860625,Moderate
Colombia,Sabanalarga,106,Unhealthy for Sensitive Groups,2,Good,12,Good,7,Good,106,Unhealthy for Sensitive Groups,52015000,65.90079365,Moderate
Panama,Sabanitas,69,Moderate,1,Good,22,Good,4,Good,69,Moderate,4000000,68.44444444,Moderate
Saudi Arabia,Safwah,167,Unhealthy,1,Good,122,Unhealthy for Sensitive Groups,0,Good,167,Unhealthy,35000000,146.5,Unhealthy for Sensitive Groups
France,Saint Etienne Du Rouvray,66,Moderate,1,Good,30,Good,3,Good,66,Moderate,67842000,53.23133415,Moderate
France,Saint Mande,72,Moderate,2,Good,27,Good,6,Good,72,Moderate,67842000,53.23133415,Moderate
United Kingdom of Great Britain and Northern Ireland,Ramsgate,40,Good,1,Good,40,Good,1,Good,10,Good,67532000,39.5971897,Good
India,Rangapara,74,Moderate,2,Good,48,Good,0,Good,74,Moderate,1417173173,152.5597283,Unhealthy
United States of America,Raymore,50,Good,1,Good,33,Good,7,Good,50,Good,332915073,59.61860625,Moderate
United States of America,Red Bank,72,Moderate,2,Good,17,Good,16,Good,72,Moderate,332915073,59.61860625,Moderate
Burkina Faso,Reo,49,Good,1,Good,18,Good,0,Good,49,Good,22000000,51.58823529,Moderate
India,Repalle,55,Moderate,1,Good,42,Good,0,Good,55,Moderate,1417173173,152.5597283,Unhealthy
United States of America,Rexburg,41,Good,1,Good,21,Good,3,Good,41,Good,332915073,59.61860625,Moderate
Germany,Rheinbach,58,Moderate,1,Good,34,Good,3,Good,58,Moderate,83237000,48.24684015,Good
Spain,Rianxo,25,Good,1,Good,22,Good,3,Good,25,Good,47300000,38.67356322,Good
Bolivia (Plurinational State of),Riberalta,35,Good,1,Good,3,Good,0,Good,35,Good,12000000,23.78787879,Good
Mexico,Rincon De Tamayo,45,Good,1,Good,27,Good,2,Good,45,Good,126190788,89.11260504,Moderate
Brazil,Rio Verde De Mato Grosso,14,Good,1,Good,4,Good,0,Good,14,Good,214326223,44.64993726,Good
Italy,Rivalta Di Torino,58,Moderate,1,Good,35,Good,2,Good,58,Moderate,60367477,61.69844358,Moderate
China,Rizhao,151,Unhealthy,4,Good,43,Good,4,Good,151,Unhealthy,1412600000,127.1339174,Unhealthy for Sensitive Groups
United States of America,Rome,67,Moderate,2,Good,7,Good,9,Good,67,Moderate,332915073,59.61860625,Moderate
Democratic Republic of the Congo,Kananga,191,Unhealthy,9,Good,35,Good,4,Good,191,Unhealthy,102262000,114.8142857,Unhealthy for Sensitive Groups
Japan,Kanda,37,Good,1,Good,37,Good,2,Good,31,Good,123294513,51.57201646,Moderate
Sri Lanka,Kandy,54,Moderate,0,Good,21,Good,0,Good,54,Moderate,23000000,63.14583333,Moderate
Iran (Islamic Republic of),Karaj,222,Very Unhealthy,5,Good,222,Very Unhealthy,7,Good,163,Unhealthy,88550000,108.2960894,Unhealthy for Sensitive Groups
Japan,Kaseda,29,Good,0,Good,29,Good,1,Good,28,Good,123294513,51.57201646,Moderate
Kenya,Kericho,84,Moderate,2,Good,25,Good,1,Good,84,Moderate,55000000,73.29508197,Moderate
Pakistan,Khairpur,165,Unhealthy,1,Good,44,Good,0,Good,165,Unhealthy,240485658,178.7045455,Unhealthy
Pakistan,Khanewal,158,Unhealthy,3,Good,156,Unhealthy,1,Good,158,Unhealthy,240485658,178.7045455,Unhealthy
India,Kharakvasla,100,Unhealthy for Sensitive Groups,1,Good,29,Good,1,Good,100,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Burundi,Bubanza,84,Moderate,4,Good,23,Good,1,Good,84,Moderate,12000000,62.69230769,Moderate
India,Buxar,163,Unhealthy,3,Good,128,Unhealthy for Sensitive Groups,1,Good,163,Unhealthy,1417173173,152.5597283,Unhealthy
Portugal,Caldas Da Rainha,22,Good,1,Good,20,Good,5,Good,22,Good,10196000,34.56707317,Good
Spain,Cambrils,41,Good,1,Good,41,Good,1,Good,30,Good,47300000,38.67356322,Good
United States of America,Cameron Park,71,Moderate,2,Good,22,Good,11,Good,71,Moderate,332915073,59.61860625,Moderate
Canada,Camrose,67,Moderate,1,Good,32,Good,2,Good,67,Moderate,38067000,42.90344828,Good
Costa Rica,Canas,55,Moderate,1,Good,5,Good,7,Good,55,Moderate,5000000,58.81578947,Moderate
United Kingdom of Great Britain and Northern Ireland,Cannock,33,Good,1,Good,33,Good,3,Good,21,Good,67532000,39.5971897,Good
Italy,Carlentini,66,Moderate,1,Good,44,Good,1,Good,66,Moderate,60367477,61.69844358,Moderate
Portugal,Carregado,29,Good,1,Good,29,Good,4,Good,26,Good,10196000,34.56707317,Good
Brazil,Cascavel,23,Good,0,Good,13,Good,1,Good,23,Good,214326223,44.64993726,Good
United States of America,Casper,96,Moderate,1,Good,24,Good,3,Good,96,Moderate,332915073,59.61860625,Moderate
Panama,Cativa,69,Moderate,1,Good,22,Good,4,Good,69,Moderate,4000000,68.44444444,Moderate
United States of America,Cedar Hill,56,Moderate,1,Good,27,Good,5,Good,56,Moderate,332915073,59.61860625,Moderate
Indonesia,Ceper,67,Moderate,1,Good,38,Good,1,Good,67,Moderate,276361783,91.54822335,Moderate
India,Chandvad,119,Unhealthy for Sensitive Groups,1,Good,33,Good,0,Good,119,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Germany,Biedenkopf,79,Moderate,2,Good,31,Good,6,Good,79,Moderate,83237000,48.24684015,Good
Turkey,Bilecik,56,Moderate,1,Good,36,Good,0,Good,56,Moderate,87849000,51.59109312,Moderate
Ukraine,Bilyayivka,44,Good,1,Good,44,Good,0,Good,10,Good,43000000,51.03181818,Moderate
Chad,Massaguet,110,Unhealthy for Sensitive Groups,2,Good,33,Good,1,Good,110,Unhealthy for Sensitive Groups,18776000,75.33333333,Moderate
United States of America,Mastic Beach,37,Good,1,Good,22,Good,15,Good,37,Good,332915073,59.61860625,Moderate
United Republic of Tanzania,Masumbwe,24,Good,0,Good,17,Good,0,Good,24,Good,67738000,31.65367965,Good
Italy,Matera,43,Good,1,Good,43,Good,1,Good,22,Good,60367477,61.69844358,Moderate
Indonesia,Maumere,60,Moderate,1,Good,26,Good,0,Good,60,Moderate,276361783,91.54822335,Moderate
France,Meaux,66,Moderate,1,Good,30,Good,3,Good,66,Moderate,67842000,53.23133415,Moderate
Italy,Meda,67,Moderate,1,Good,36,Good,4,Good,67,Moderate,60367477,61.69844358,Moderate
United States of America,Medfield,47,Good,1,Good,27,Good,9,Good,47,Good,332915073,59.61860625,Moderate
Brazil,Mendes,172,Unhealthy,8,Good,1,Good,17,Good,172,Unhealthy,214326223,44.64993726,Good
United States of America,Mesa,67,Moderate,1,Good,7,Good,20,Good,67,Moderate,332915073,59.61860625,Moderate
Germany,Lindlar,61,Moderate,1,Good,34,Good,4,Good,61,Moderate,83237000,48.24684015,Good
Germany,Lobau,74,Moderate,1,Good,39,Good,2,Good,74,Moderate,83237000,48.24684015,Good
Italy,Lodi,62,Moderate,1,Good,42,Good,2,Good,62,Moderate,60367477,61.69844358,Moderate
France,Lognes,80,Moderate,2,Good,18,Good,8,Good,80,Moderate,67842000,53.23133415,Moderate
Poland,Lomza,31,Good,1,Good,31,Good,0,Good,21,Good,38268000,52.46015424,Moderate
China,Longjing,69,Moderate,2,Good,48,Good,0,Good,69,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
Germany,Lorch,53,Moderate,1,Good,37,Good,4,Good,53,Moderate,83237000,48.24684015,Good
United States of America,Loveland,61,Moderate,2,Good,5,Good,12,Good,61,Moderate,332915073,59.61860625,Moderate
Angola,Lucapa,172,Unhealthy,5,Good,33,Good,6,Good,172,Unhealthy,34000000,83.92592593,Moderate
Switzerland,Lugano,62,Moderate,1,Good,33,Good,1,Good,62,Moderate,8799000,55.21551724,Moderate
United Republic of Tanzania,Madimba,24,Good,0,Good,23,Good,0,Good,24,Good,67738000,31.65367965,Good
Brazil,Mage,220,Very Unhealthy,9,Good,8,Good,28,Good,220,Very Unhealthy,214326223,44.64993726,Good
India,Mairwa,132,Unhealthy for Sensitive Groups,3,Good,79,Moderate,2,Good,132,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Taiwan,Makung,119,Unhealthy for Sensitive Groups,1,Good,119,Unhealthy for Sensitive Groups,0,Good,76,Moderate,23893394,119,Unhealthy for Sensitive Groups
Mexico,Manuel Doblado,56,Moderate,1,Good,25,Good,3,Good,56,Moderate,126190788,89.11260504,Moderate
Philippines,Maramag,36,Good,1,Good,22,Good,0,Good,36,Good,114337000,60.52974504,Moderate
Italy,Umbertide,87,Moderate,1,Good,37,Good,3,Good,87,Moderate,60367477,61.69844358,Moderate
Mexico,Uriangato,45,Good,1,Good,25,Good,2,Good,45,Good,126190788,89.11260504,Moderate
Netherlands,Urk,26,Good,1,Good,26,Good,5,Good,25,Good,17442000,38.15282392,Good
Brazil,Uruguaiana,18,Good,1,Good,4,Good,3,Good,18,Good,214326223,44.64993726,Good
United States of America,Uxbridge,43,Good,1,Good,28,Good,7,Good,43,Good,332915073,59.61860625,Moderate
Germany,Vaihingen,65,Moderate,1,Good,36,Good,2,Good,65,Moderate,83237000,48.24684015,Good
Czechia,Valasske Mezirici,70,Moderate,1,Good,40,Good,1,Good,70,Moderate,10700000,60.90551181,Moderate
United States of America,Valley Station,63,Moderate,2,Good,31,Good,9,Good,63,Moderate,332915073,59.61860625,Moderate
United States of America,Van Wert,64,Moderate,2,Good,31,Good,10,Good,64,Moderate,332915073,59.61860625,Moderate
Germany,Vaterstetten,68,Moderate,1,Good,39,Good,3,Good,68,Moderate,83237000,48.24684015,Good
Sri Lanka,Vavuniya,59,Moderate,0,Good,26,Good,0,Good,59,Moderate,23000000,63.14583333,Moderate
France,Velizy Villacoublay,70,Moderate,2,Good,27,Good,6,Good,70,Moderate,67842000,53.23133415,Moderate
Netherlands,Venray,50,Good,1,Good,22,Good,7,Good,50,Good,17442000,38.15282392,Good
Switzerland,Vernier,63,Moderate,1,Good,30,Good,2,Good,63,Moderate,8799000,55.21551724,Moderate
Philippines,Vigan,31,Good,1,Good,31,Good,0,Good,20,Good,114337000,60.52974504,Moderate
India,Vijayawada,93,Moderate,2,Good,54,Moderate,1,Good,93,Moderate,1417173173,152.5597283,Unhealthy
Russian Federation,Vikhorevka,39,Good,1,Good,37,Good,0,Good,39,Good,145805947,42.49115756,Good
Paraguay,Villa Hayes,160,Unhealthy,8,Good,0,Good,5,Good,160,Unhealthy,7000000,42.76923077,Good
Spain,Villablino,19,Good,0,Good,17,Good,3,Good,19,Good,47300000,38.67356322,Good
Colombia,Villavicencio,65,Moderate,2,Good,0,Good,5,Good,65,Moderate,52015000,65.90079365,Moderate
France,Villefontaine,53,Moderate,1,Good,28,Good,2,Good,53,Moderate,67842000,53.23133415,Moderate
France,Villefranche De Rouergue,57,Moderate,1,Good,30,Good,1,Good,57,Moderate,67842000,53.23133415,Moderate
France,Villiers Sur Marne,71,Moderate,2,Good,28,Good,6,Good,71,Moderate,67842000,53.23133415,Moderate
Germany,Velten,56,Moderate,1,Good,36,Good,2,Good,56,Moderate,83237000,48.24684015,Good
United States of America,Waltham,46,Good,1,Good,30,Good,7,Good,46,Good,332915073,59.61860625,Moderate
United Kingdom of Great Britain and Northern Ireland,Warwick,32,Good,1,Good,32,Good,3,Good,22,Good,67532000,39.5971897,Good
United States of America,Waterloo,67,Moderate,1,Good,37,Good,4,Good,67,Moderate,332915073,59.61860625,Moderate
United States of America,Wayland,47,Good,1,Good,30,Good,7,Good,47,Good,332915073,59.61860625,Moderate
Kenya,Webuye,73,Moderate,2,Good,26,Good,1,Good,73,Moderate,55000000,73.29508197,Moderate
Italy,Dalmine,68,Moderate,1,Good,36,Good,2,Good,68,Moderate,60367477,61.69844358,Moderate
India,Daltenganj,156,Unhealthy,2,Good,83,Moderate,0,Good,156,Unhealthy,1417173173,152.5597283,Unhealthy
Thailand,Damnoen Saduak,42,Good,0,Good,21,Good,0,Good,42,Good,70927000,53.56972112,Moderate
Indonesia,Dampit,53,Moderate,1,Good,31,Good,0,Good,53,Moderate,276361783,91.54822335,Moderate
United States of America,Danville,58,Moderate,2,Good,35,Good,6,Good,58,Moderate,332915073,59.61860625,Moderate
United States of America,Dekalb,56,Moderate,1,Good,24,Good,9,Good,56,Moderate,332915073,59.61860625,Moderate
Central African Republic,Dekoa,77,Moderate,2,Good,14,Good,0,Good,77,Moderate,5000000,64.16666667,Moderate
Haiti,Desdunes,77,Moderate,2,Good,28,Good,2,Good,77,Moderate,11537000,101.7222222,Unhealthy for Sensitive Groups
Ethiopia,Dese,126,Unhealthy for Sensitive Groups,1,Good,32,Good,0,Good,126,Unhealthy for Sensitive Groups,126527000,78.73170732,Moderate
United States of America,Detroit,88,Moderate,2,Good,21,Good,17,Good,88,Moderate,332915073,59.61860625,Moderate
France,Deville Les Rouen,69,Moderate,2,Good,23,Good,4,Good,69,Moderate,67842000,53.23133415,Moderate
India,Dhana,169,Unhealthy,1,Good,54,Moderate,0,Good,169,Unhealthy,1417173173,152.5597283,Unhealthy
India,Dharmabad,142,Unhealthy for Sensitive Groups,1,Good,40,Good,0,Good,142,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
Germany,Dinslaken,55,Moderate,1,Good,17,Good,10,Good,55,Moderate,83237000,48.24684015,Good
Mexico,Coatlinchan,222,Very Unhealthy,4,Good,3,Good,20,Good,222,Very Unhealthy,126190788,89.11260504,Moderate
India,Colgong,78,Moderate,2,Good,48,Good,1,Good,78,Moderate,1417173173,152.5597283,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Colwyn Bay,30,Good,1,Good,30,Good,3,Good,28,Good,67532000,39.5971897,Good
Cuba,Consolacion Del Sur,67,Moderate,1,Good,31,Good,2,Good,67,Moderate,11000000,63.31,Moderate
Spain,Coslada,60,Moderate,1,Good,25,Good,4,Good,60,Moderate,47300000,38.67356322,Good
Romania,Craiova,55,Moderate,1,Good,43,Good,1,Good,55,Moderate,19053000,53.85849057,Moderate
United States of America,Crystal,53,Moderate,1,Good,31,Good,6,Good,53,Moderate,332915073,59.61860625,Moderate
Colombia,Cucuta,49,Good,1,Good,10,Good,3,Good,49,Good,52015000,65.90079365,Moderate
United Kingdom of Great Britain and Northern Ireland,Cwmbran,24,Good,1,Good,24,Good,5,Good,24,Good,67532000,39.5971897,Good
United States of America,Donna,101,Unhealthy for Sensitive Groups,2,Good,15,Good,4,Good,101,Unhealthy for Sensitive Groups,332915073,59.61860625,Moderate
Burkina Faso,Dori,67,Moderate,1,Good,21,Good,2,Good,67,Moderate,22000000,51.58823529,Moderate
Romania,Drobeta Turnu Severin,52,Moderate,1,Good,39,Good,1,Good,52,Moderate,19053000,53.85849057,Moderate
Netherlands,Druten,38,Good,1,Good,24,Good,6,Good,38,Good,17442000,38.15282392,Good
Uzbekistan,Druzhba,65,Moderate,1,Good,44,Good,0,Good,65,Moderate,31000000,119.0862069,Unhealthy for Sensitive Groups
Germany,Bitburg,56,Moderate,1,Good,39,Good,2,Good,56,Moderate,83237000,48.24684015,Good
Indonesia,Bitung,28,Good,0,Good,15,Good,0,Good,28,Good,276361783,91.54822335,Moderate
Russian Federation,Boguchar,39,Good,1,Good,35,Good,0,Good,39,Good,145805947,42.49115756,Good
France,Bonneville,60,Moderate,1,Good,29,Good,2,Good,60,Moderate,67842000,53.23133415,Moderate
Belgium,Boortmeerbeek,65,Moderate,1,Good,26,Good,7,Good,65,Moderate,11736000,44.58098592,Good
Brazil,Borba,40,Good,1,Good,2,Good,0,Good,40,Good,214326223,44.64993726,Good
United States of America,Bridgeton,61,Moderate,2,Good,23,Good,13,Good,61,Moderate,332915073,59.61860625,Moderate
Iran (Islamic Republic of),Omidiyeh,152,Unhealthy,1,Good,67,Moderate,0,Good,152,Unhealthy,88550000,108.2960894,Unhealthy for Sensitive Groups
Netherlands,Oosterhout,38,Good,1,Good,29,Good,5,Good,38,Good,17442000,38.15282392,Good
Belgium,Oostkamp,43,Good,1,Good,38,Good,2,Good,43,Good,11736000,44.58098592,Good
India,Orai,168,Unhealthy,4,Good,167,Unhealthy,1,Good,168,Unhealthy,1417173173,152.5597283,Unhealthy
United States of America,Orlando,58,Moderate,1,Good,10,Good,15,Good,58,Moderate,332915073,59.61860625,Moderate
Norway,Oslo,39,Good,1,Good,39,Good,0,Good,14,Good,5000000,33.77419355,Good
Mexico,Oteapan,107,Unhealthy for Sensitive Groups,2,Good,17,Good,3,Good,107,Unhealthy for Sensitive Groups,126190788,89.11260504,Moderate
